batch_i,episode_len,loss,value_loss,policy_loss,kl_divergence,lr_multiplier,win_ratio,win_count,loss_count,tie_count
155,17,3.263274908065796,0.32224687933921814,2.941028118133545,0.020370651,0.2962962962962963,,,,
156,15,3.169872999191284,0.3189696669578552,2.850903272628784,0.028353937,0.2962962962962963,,,,
157,13,3.1529927253723145,0.22606155276298523,2.926931142807007,0.020610899,0.2962962962962963,,,,
158,23,3.231863021850586,0.2868282198905945,2.9450347423553467,0.019578066,0.2962962962962963,,,,
159,11,3.1346945762634277,0.2318340241909027,2.902860641479492,0.019814879,0.2962962962962963,,,,
160,13,3.21799898147583,0.24704968929290771,2.970949172973633,0.020073138,0.2962962962962963,,,,
161,14,3.0982916355133057,0.2574899196624756,2.84080171585083,0.023799296,0.2962962962962963,,,,
162,14,3.0720901489257812,0.2568836808204651,2.815206527709961,0.019134665,0.2962962962962963,,,,
163,15,3.0527467727661133,0.31614017486572266,2.7366065979003906,0.020336736,0.2962962962962963,,,,
164,17,3.1789820194244385,0.28071385622024536,2.898268222808838,0.01665768,0.2962962962962963,,,,
165,14,3.13199520111084,0.2775994539260864,2.854395627975464,0.019910872,0.2962962962962963,,,,
166,13,3.047513008117676,0.25014063715934753,2.797372341156006,0.021248674,0.2962962962962963,,,,
167,13,3.128908634185791,0.2509610950946808,2.8779475688934326,0.022639297,0.2962962962962963,,,,
168,19,3.0443835258483887,0.20187264680862427,2.842510938644409,0.02302565,0.2962962962962963,,,,
169,13,3.1176517009735107,0.22468575835227966,2.8929660320281982,0.018559992,0.2962962962962963,,,,
170,15,3.1040995121002197,0.24459819495677948,2.859501361846924,0.015791852,0.2962962962962963,,,,
171,9,3.104593515396118,0.277969628572464,2.8266239166259766,0.013609562,0.2962962962962963,,,,
172,17,2.9688241481781006,0.2675023078918457,2.701321840286255,0.022655092,0.2962962962962963,,,,
173,19,3.048569440841675,0.23509295284748077,2.8134765625,0.01664406,0.2962962962962963,,,,
174,9,2.9633450508117676,0.21070075035095215,2.7526443004608154,0.025325384,0.2962962962962963,,,,
175,13,3.052377700805664,0.22618547081947327,2.8261921405792236,0.018041022,0.2962962962962963,,,,
176,13,3.0892181396484375,0.22683373093605042,2.86238431930542,0.016183687,0.2962962962962963,,,,
177,9,3.0370614528656006,0.23067793250083923,2.8063836097717285,0.011596989,0.2962962962962963,,,,
178,17,2.895259141921997,0.2645833492279053,2.630675792694092,0.018071279,0.2962962962962963,,,,
179,13,2.9941389560699463,0.23933959007263184,2.7547993659973145,0.028487418,0.2962962962962963,,,,
180,9,3.0160751342773438,0.2697141170501709,2.746361017227173,0.01804078,0.2962962962962963,,,,
181,11,2.978161334991455,0.19375231862068176,2.7844090461730957,0.018128242,0.2962962962962963,,,,
182,21,2.9651756286621094,0.2457689493894577,2.7194066047668457,0.017586293,0.2962962962962963,,,,
183,11,2.981674909591675,0.26700782775878906,2.7146670818328857,0.014949842,0.2962962962962963,,,,
184,11,2.9287643432617188,0.20179417729377747,2.7269701957702637,0.016616527,0.2962962962962963,,,,
185,13,2.891461133956909,0.2198837250471115,2.6715774536132812,0.018694261,0.2962962962962963,,,,
186,21,2.8931312561035156,0.23730261623859406,2.6558287143707275,0.022702739,0.2962962962962963,,,,
187,15,2.873612642288208,0.16666091978549957,2.70695161819458,0.021335002,0.2962962962962963,,,,
188,19,3.0026373863220215,0.2628169655799866,2.7398204803466797,0.019544156,0.2962962962962963,,,,
189,9,2.8532190322875977,0.2149895429611206,2.6382293701171875,0.016036993,0.2962962962962963,,,,
190,17,2.9354639053344727,0.22887980937957764,2.7065839767456055,0.023015726,0.2962962962962963,,,,
191,13,2.8416309356689453,0.1808868646621704,2.6607441902160645,0.018132184,0.2962962962962963,,,,
192,10,3.0033249855041504,0.3115754723548889,2.6917495727539062,0.017295845,0.2962962962962963,,,,
193,9,2.900618076324463,0.216635063290596,2.683983087539673,0.017729498,0.2962962962962963,,,,
194,11,2.9040725231170654,0.24366550147533417,2.660407066345215,0.011308001,0.2962962962962963,,,,
195,15,2.8607192039489746,0.24916523694992065,2.611553907394409,0.014354523,0.2962962962962963,,,,
196,9,2.9056973457336426,0.25170210003852844,2.6539952754974365,0.019283678,0.2962962962962963,,,,
197,17,2.8901562690734863,0.2456146478652954,2.6445417404174805,0.028390665,0.2962962962962963,,,,
198,9,2.784883975982666,0.22615890204906464,2.558725118637085,0.014832323,0.2962962962962963,,,,
199,9,2.925595283508301,0.24451296031475067,2.681082248687744,0.020352669,0.2962962962962963,,,,
200,17,2.71091365814209,0.15676699578762054,2.5541467666625977,0.014898606,0.2962962962962963,0.5,5,5,0
201,9,2.792705535888672,0.2284517139196396,2.564253807067871,0.016773673,0.2962962962962963,,,,
