batch_i,episode_len,loss,value_loss,policy_loss,kl_divergence,lr_multiplier,win_ratio,win_count,loss_count,tie_count
883,24,2.2817,0.4283,1.8534,0.0221,0.13,,,,
884,13,2.3138,0.4889,1.8248,0.015,0.13,,,,
885,36,2.255,0.4705,1.7845,0.0154,0.13,,,,
886,29,2.2954,0.4569,1.8385,0.0169,0.13,,,,
887,36,2.2401,0.4232,1.8168,0.0151,0.13,,,,
888,18,2.2532,0.4076,1.8456,0.012,0.13,,,,
889,36,2.2885,0.4233,1.8651,0.0214,0.13,,,,
890,16,2.2663,0.395,1.8713,0.0166,0.13,,,,
891,36,2.2359,0.3601,1.8758,0.0184,0.13,,,,
892,19,2.2671,0.3863,1.8809,0.0126,0.13,,,,
893,15,2.2022,0.3571,1.8451,0.0156,0.13,,,,
894,15,2.2503,0.3988,1.8515,0.0224,0.13,,,,
895,36,2.1601,0.3527,1.8073,0.0242,0.13,,,,
896,36,2.2556,0.3931,1.8625,0.0167,0.13,,,,
897,18,2.2112,0.3662,1.8449,0.0159,0.13,,,,
898,13,2.1837,0.3746,1.8091,0.0205,0.13,,,,
899,27,2.1806,0.3545,1.8262,0.0201,0.13,,,,
900,31,2.1395,0.3412,1.7983,0.0166,0.13,,,,
901,23,2.0958,0.3219,1.774,0.0201,0.13,,,,
902,36,2.2157,0.3877,1.828,0.0165,0.13,,,,
903,14,2.1831,0.384,1.7992,0.0211,0.13,,,,
904,27,2.1926,0.3549,1.8377,0.0192,0.13,,,,
905,14,2.2012,0.3744,1.8268,0.0215,0.13,,,,
906,17,2.2273,0.3771,1.8502,0.0196,0.13,,,,
907,36,2.1941,0.4196,1.7744,0.0152,0.13,,,,
908,36,2.1928,0.356,1.8368,0.014,0.13,,,,
909,36,2.1575,0.3505,1.807,0.0252,0.13,,,,
910,25,2.1927,0.3934,1.7993,0.0246,0.13,,,,
911,24,2.1764,0.373,1.8033,0.0193,0.13,,,,
912,33,2.1158,0.3716,1.7442,0.0215,0.13,,,,
913,34,2.2089,0.4171,1.7918,0.0143,0.13,,,,
914,36,2.2284,0.393,1.8353,0.0147,0.13,,,,
915,25,2.165,0.3838,1.7812,0.0149,0.13,,,,
916,36,2.2069,0.4082,1.7987,0.0247,0.13,,,,
917,36,2.1713,0.3893,1.782,0.0185,0.13,,,,
918,15,2.3059,0.4427,1.8631,0.0261,0.13,,,,
919,36,2.0991,0.3247,1.7743,0.0323,0.13,,,,
920,12,2.2246,0.3991,1.8255,0.0322,0.13,,,,
921,36,2.1861,0.362,1.8241,0.0269,0.13,,,,
922,27,2.1281,0.3323,1.7958,0.0244,0.13,,,,
923,18,2.1932,0.3725,1.8207,0.0233,0.13,,,,
924,36,2.1516,0.3492,1.8024,0.0272,0.13,,,,
925,36,2.1447,0.3488,1.7959,0.0178,0.13,,,,
926,36,2.116,0.3268,1.7892,0.024,0.13,,,,
927,15,2.1516,0.3385,1.8132,0.0263,0.13,,,,
928,36,2.1084,0.3135,1.7949,0.0217,0.13,,,,
929,36,2.1169,0.3256,1.7913,0.0171,0.13,,,,
930,36,2.0838,0.3347,1.7491,0.02,0.13,,,,
931,17,2.1622,0.3517,1.8105,0.022,0.13,,,,
932,36,2.0822,0.2979,1.7843,0.0255,0.13,,,,
933,28,2.077,0.3083,1.7687,0.0216,0.13,,,,
934,36,2.0565,0.3179,1.7386,0.0238,0.13,,,,
935,15,2.1728,0.3647,1.8081,0.0198,0.13,,,,
936,36,2.0673,0.326,1.7412,0.0154,0.13,,,,
937,36,2.0893,0.3302,1.7591,0.0261,0.13,,,,
938,15,2.1268,0.379,1.7477,0.0365,0.13,,,,
939,36,2.1447,0.3692,1.7755,0.0226,0.13,,,,
940,36,2.1178,0.3296,1.7882,0.0143,0.13,,,,
941,18,2.091,0.3159,1.7752,0.0199,0.13,,,,
942,16,2.1296,0.3409,1.7888,0.0172,0.13,,,,
943,36,2.0137,0.305,1.7087,0.0147,0.13,,,,
944,36,2.0394,0.3141,1.7253,0.0175,0.13,,,,
945,36,2.0663,0.3191,1.7472,0.015,0.13,,,,
946,16,2.1046,0.3286,1.776,0.0163,0.13,,,,
947,16,2.0662,0.3328,1.7334,0.0232,0.13,,,,
948,28,2.1225,0.3694,1.7531,0.0197,0.13,,,,
949,11,2.1174,0.3312,1.7861,0.0215,0.13,,,,
950,13,2.1074,0.3679,1.7395,0.0241,0.13,,,,
951,36,2.025,0.3335,1.6915,0.02,0.13,,,,
952,16,2.0655,0.3204,1.7451,0.0197,0.13,,,,
953,18,2.1059,0.3709,1.735,0.019,0.13,,,,
954,20,2.0826,0.3436,1.739,0.0122,0.13,,,,
955,29,2.0901,0.3713,1.7188,0.0176,0.13,,,,
956,19,2.1288,0.363,1.7658,0.0206,0.13,,,,
957,10,2.0814,0.3597,1.7217,0.0175,0.13,,,,
958,36,2.0457,0.3366,1.7091,0.0216,0.13,,,,
959,18,2.0592,0.3082,1.751,0.0258,0.13,,,,
960,11,2.1089,0.345,1.7638,0.0202,0.13,,,,
961,36,2.0392,0.3082,1.731,0.0129,0.13,,,,
962,36,2.0174,0.2907,1.7267,0.0161,0.13,,,,
963,23,2.0116,0.297,1.7147,0.0137,0.13,,,,
964,19,2.0807,0.3501,1.7307,0.0145,0.13,,,,
965,36,2.033,0.2994,1.7336,0.0151,0.13,,,,
966,19,2.1171,0.3904,1.7267,0.0096,0.2,,,,
967,12,2.0773,0.351,1.7263,0.0187,0.2,,,,
968,36,2.1121,0.3655,1.7466,0.0239,0.2,,,,
969,36,2.0569,0.3633,1.6937,0.0364,0.2,,,,
970,34,2.0036,0.3089,1.6948,0.0224,0.2,,,,
971,11,2.0442,0.3303,1.7139,0.0344,0.2,,,,
972,18,2.071,0.3874,1.6836,0.0266,0.2,,,,
973,15,2.1068,0.3656,1.7413,0.03,0.2,,,,
974,36,2.0937,0.3627,1.7311,0.0286,0.2,,,,
975,21,2.0642,0.3298,1.7344,0.0267,0.2,,,,
976,10,2.1119,0.3732,1.7387,0.0278,0.2,,,,
977,13,2.1142,0.3762,1.738,0.0416,0.13,,,,
978,36,2.0959,0.3681,1.7278,0.0203,0.13,,,,
979,36,2.0834,0.4043,1.6791,0.015,0.13,,,,
980,15,2.1061,0.4022,1.704,0.0189,0.13,,,,
981,36,2.0992,0.3801,1.719,0.0164,0.13,,,,
982,14,2.0621,0.3784,1.6837,0.0236,0.13,,,,
983,36,2.0086,0.3275,1.6811,0.0164,0.13,,,,
984,15,2.0779,0.3819,1.696,0.0165,0.13,,,,
985,24,2.1041,0.3866,1.7175,0.0172,0.13,,,,
986,12,2.1543,0.395,1.7593,0.0128,0.13,,,,
987,36,2.0199,0.3326,1.6873,0.0166,0.13,,,,
988,13,2.0793,0.3507,1.7285,0.0103,0.13,,,,
989,36,2.0791,0.3791,1.7,0.0144,0.13,,,,
990,20,2.0729,0.3582,1.7147,0.0091,0.2,,,,
991,36,2.0751,0.3744,1.7007,0.0233,0.2,,,,
992,36,2.0098,0.3217,1.6881,0.0263,0.2,,,,
993,36,2.0537,0.3411,1.7126,0.0216,0.2,,,,
994,15,2.0551,0.3598,1.6952,0.027,0.2,,,,
995,10,2.0311,0.3409,1.6902,0.0244,0.2,,,,
996,14,2.0595,0.3721,1.6873,0.0253,0.2,,,,
997,36,2.0099,0.3303,1.6796,0.0321,0.2,,,,
998,27,2.0659,0.3644,1.7015,0.0447,0.13,,,,
999,18,2.023,0.336,1.687,0.027,0.13,,,,
1000,36,2.0065,0.3414,1.6651,0.0283,0.13,,,,
1001,28,2.0605,0.3452,1.7152,0.0197,0.13,,,,
1002,24,2.0157,0.3834,1.6323,0.0184,0.13,,,,
1003,25,2.0746,0.3764,1.6982,0.0206,0.13,,,,
1004,36,2.0059,0.3667,1.6393,0.0153,0.13,,,,
1005,36,1.9873,0.3588,1.6285,0.0224,0.13,,,,
1006,21,2.0301,0.3507,1.6794,0.0159,0.13,,,,
1007,19,2.0225,0.3795,1.643,0.017,0.13,,,,
1008,36,2.0516,0.4185,1.6331,0.0136,0.13,,,,
1009,36,1.9861,0.3683,1.6178,0.0173,0.13,,,,
1010,22,2.0333,0.3986,1.6347,0.0136,0.13,,,,
1011,36,2.0055,0.3873,1.6181,0.0227,0.13,,,,
1012,11,2.0154,0.3476,1.6679,0.0177,0.13,,,,
1013,36,2.0276,0.3857,1.642,0.0234,0.13,,,,
1014,28,1.9767,0.3502,1.6265,0.0189,0.13,,,,
1015,9,1.9846,0.3186,1.666,0.021,0.13,,,,
1016,13,1.9564,0.337,1.6194,0.0178,0.13,,,,
1017,36,1.9759,0.3513,1.6246,0.0207,0.13,,,,
1018,36,1.9585,0.3348,1.6236,0.0273,0.13,,,,
1019,36,1.9745,0.3321,1.6425,0.0367,0.13,,,,
1020,36,1.9188,0.2862,1.6326,0.0342,0.13,,,,
1021,36,1.9076,0.2688,1.6388,0.0226,0.13,,,,
1022,36,1.8811,0.2497,1.6315,0.0215,0.13,,,,
1023,17,1.9374,0.2692,1.6682,0.023,0.13,,,,
1024,36,1.8922,0.2473,1.6449,0.0168,0.13,,,,
1025,23,1.8808,0.2649,1.616,0.0248,0.13,,,,
1026,36,1.9445,0.2885,1.6559,0.0192,0.13,,,,
1027,24,1.8858,0.2873,1.5985,0.0214,0.13,,,,
1028,17,1.9463,0.3192,1.627,0.028,0.13,,,,
1029,35,1.9387,0.2951,1.6436,0.0288,0.13,,,,
1030,36,1.9363,0.346,1.5903,0.0249,0.13,,,,
1031,13,1.9204,0.2953,1.6251,0.0224,0.13,,,,
1032,14,1.9958,0.367,1.6288,0.0238,0.13,,,,
1033,22,1.9485,0.3202,1.6284,0.0199,0.13,,,,
1034,36,1.9592,0.3249,1.6343,0.012,0.13,,,,
1035,24,2.0098,0.3528,1.657,0.0181,0.13,,,,
1036,36,1.893,0.3078,1.5852,0.0177,0.13,,,,
1037,18,1.9199,0.2969,1.623,0.0246,0.13,,,,
1038,36,1.9498,0.3342,1.6156,0.0203,0.13,,,,
1039,36,1.8882,0.3171,1.5711,0.0142,0.13,,,,
1040,13,1.9246,0.3413,1.5833,0.0187,0.13,,,,
1041,17,1.9396,0.2993,1.6402,0.0204,0.13,,,,
1042,36,1.9526,0.3054,1.6472,0.0234,0.13,,,,
1043,36,1.9779,0.3363,1.6416,0.0235,0.13,,,,
1044,36,1.8764,0.2663,1.6101,0.0275,0.13,,,,
1045,36,1.9057,0.284,1.6217,0.0183,0.13,,,,
1046,36,1.8939,0.2844,1.6095,0.0196,0.13,,,,
1047,20,1.8232,0.2317,1.5915,0.0272,0.13,,,,
1048,15,1.8601,0.2683,1.5918,0.0221,0.13,,,,
1049,36,1.9199,0.2894,1.6305,0.028,0.13,,,,
1050,36,1.8774,0.2743,1.6031,0.0202,0.13,,,,
1051,15,1.8954,0.2846,1.6108,0.0176,0.13,,,,
1052,19,1.8387,0.2426,1.5961,0.0211,0.13,,,,
1053,36,1.8527,0.2543,1.5984,0.017,0.13,,,,
1054,36,1.8411,0.2629,1.5782,0.0174,0.13,,,,
1055,13,1.8684,0.2669,1.6016,0.0128,0.13,,,,
1056,36,1.9128,0.252,1.6608,0.0218,0.13,,,,
1057,36,1.851,0.257,1.594,0.0209,0.13,,,,
1058,21,1.8389,0.2375,1.6014,0.0115,0.13,,,,
1059,12,1.8129,0.2312,1.5817,0.0208,0.13,,,,
1060,9,1.8458,0.2297,1.6162,0.0232,0.13,,,,
1061,11,1.8887,0.2572,1.6315,0.0186,0.13,,,,
1062,36,1.8322,0.2352,1.597,0.0239,0.13,,,,
1063,36,1.8285,0.2573,1.5713,0.0207,0.13,,,,
1064,36,1.8516,0.2459,1.6057,0.0187,0.13,,,,
1065,17,1.8946,0.2595,1.6351,0.0178,0.13,,,,
1066,13,1.836,0.2543,1.5817,0.0166,0.13,,,,
1067,36,1.8823,0.243,1.6393,0.0163,0.13,,,,
1068,30,1.8636,0.2259,1.6378,0.0155,0.13,,,,
1069,36,1.9378,0.2633,1.6745,0.0198,0.13,,,,
1070,36,1.8527,0.2566,1.5961,0.0156,0.13,,,,
1071,18,1.8888,0.3015,1.5874,0.0149,0.13,,,,
1072,36,1.8491,0.2573,1.5918,0.0105,0.13,,,,
1073,15,1.8754,0.2588,1.6166,0.0164,0.13,,,,
1074,30,1.8849,0.2807,1.6042,0.0188,0.13,,,,
1075,13,1.8173,0.2616,1.5557,0.0116,0.13,,,,
1076,36,1.8187,0.2283,1.5904,0.0207,0.13,,,,
1077,19,1.8251,0.1993,1.6258,0.0149,0.13,,,,
1078,21,1.8643,0.2503,1.614,0.0167,0.13,,,,
1079,24,1.8579,0.264,1.5939,0.0165,0.13,,,,
1080,25,1.9181,0.2602,1.6579,0.0148,0.13,,,,
1081,19,1.8624,0.2751,1.5873,0.0181,0.13,,,,
1082,21,1.8538,0.2401,1.6137,0.0216,0.13,,,,
1083,35,1.8508,0.2645,1.5862,0.0184,0.13,,,,
1084,14,1.9155,0.2775,1.638,0.022,0.13,,,,
1085,36,1.9171,0.2887,1.6284,0.0237,0.13,,,,
1086,15,1.9339,0.3081,1.6257,0.0145,0.13,,,,
1087,26,1.9229,0.3237,1.5993,0.025,0.13,,,,
1088,36,1.9349,0.2919,1.6429,0.0251,0.13,,,,
1089,29,1.8959,0.3126,1.5833,0.022,0.13,,,,
1090,16,1.9644,0.3647,1.5997,0.0347,0.13,,,,
1091,22,1.9436,0.3805,1.5631,0.0228,0.13,,,,
1092,31,1.9344,0.3449,1.5896,0.0254,0.13,,,,
1093,27,2.0729,0.4363,1.6366,0.0248,0.13,,,,
1094,16,1.9739,0.3586,1.6153,0.0171,0.13,,,,
1095,25,2.0119,0.3787,1.6332,0.0268,0.13,,,,
1096,36,1.9684,0.3541,1.6143,0.0203,0.13,,,,
1097,22,2.0564,0.4396,1.6167,0.0172,0.13,,,,
1098,36,1.9854,0.3794,1.606,0.0254,0.13,,,,
1099,18,1.9936,0.4158,1.5779,0.0162,0.13,,,,
1100,9,1.9716,0.3924,1.5791,0.0242,0.13,,,,
1101,36,2.0125,0.3948,1.6177,0.0183,0.13,,,,
1102,19,1.9711,0.3885,1.5826,0.0194,0.13,,,,
1103,14,1.9814,0.3837,1.5976,0.0221,0.13,,,,
1104,14,2.0414,0.4118,1.6297,0.0218,0.13,,,,
1105,16,2.0657,0.4585,1.6073,0.0309,0.13,,,,
1106,16,2.082,0.4424,1.6396,0.0202,0.13,,,,
1107,21,2.0575,0.4127,1.6448,0.0256,0.13,,,,
1108,36,2.0162,0.4358,1.5804,0.0168,0.13,,,,
1109,36,1.9776,0.3813,1.5964,0.0142,0.13,,,,
1110,17,2.0283,0.3994,1.6289,0.0145,0.13,,,,
1111,23,2.0018,0.3801,1.6218,0.0217,0.13,,,,
1112,36,1.9517,0.3861,1.5657,0.0157,0.13,,,,
1113,14,2.0271,0.4174,1.6097,0.0182,0.13,,,,
1114,16,1.9996,0.3882,1.6115,0.0232,0.13,,,,
1115,13,1.986,0.3837,1.6022,0.0341,0.13,,,,
1116,26,1.9921,0.3887,1.6034,0.0261,0.13,,,,
1117,36,2.0469,0.4287,1.6182,0.0223,0.13,,,,
1118,36,2.0599,0.4178,1.6421,0.0247,0.13,,,,
1119,19,2.0672,0.4559,1.6113,0.0184,0.13,,,,
1120,28,2.0369,0.4385,1.5984,0.0202,0.13,,,,
1121,20,2.0335,0.415,1.6185,0.0148,0.13,,,,
1122,13,2.0404,0.4202,1.6202,0.0261,0.13,,,,
1123,36,2.0849,0.4667,1.6182,0.0312,0.13,,,,
1124,13,2.0432,0.4467,1.5966,0.0245,0.13,,,,
1125,24,2.0582,0.4312,1.627,0.0242,0.13,,,,
1126,36,2.0271,0.4255,1.6016,0.0269,0.13,,,,
1127,36,2.0006,0.3897,1.6109,0.026,0.13,,,,
1128,36,2.0093,0.4312,1.5781,0.0262,0.13,,,,
1129,19,2.0132,0.3958,1.6174,0.0384,0.13,,,,
1130,36,2.0022,0.3879,1.6143,0.0428,0.09,,,,
1131,22,1.9619,0.3558,1.6061,0.0339,0.09,,,,
1132,36,1.9826,0.3387,1.6439,0.0325,0.09,,,,
1133,16,1.9755,0.3514,1.6241,0.0306,0.09,,,,
1134,20,1.956,0.3321,1.6239,0.0237,0.09,,,,
1135,36,1.9592,0.3631,1.5961,0.0233,0.09,,,,
1136,36,1.8794,0.2696,1.6099,0.0109,0.09,,,,
1137,19,1.8354,0.2863,1.5491,0.0261,0.09,,,,
1138,24,1.8963,0.3306,1.5657,0.0211,0.09,,,,
1139,18,1.9398,0.3326,1.6072,0.0079,0.13,,,,
1140,32,1.9111,0.3469,1.5642,0.0171,0.13,,,,
1141,31,2.0017,0.4086,1.5931,0.0236,0.13,,,,
1142,15,1.8941,0.3745,1.5196,0.0138,0.13,,,,
1143,25,1.9521,0.371,1.5811,0.0329,0.13,,,,
1144,26,1.9887,0.3877,1.601,0.0192,0.13,,,,
1145,36,1.9349,0.3834,1.5515,0.0195,0.13,,,,
1146,36,1.9926,0.3602,1.6324,0.0315,0.13,,,,
1147,16,1.8693,0.3081,1.5612,0.0366,0.13,,,,
1148,28,1.9605,0.3848,1.5757,0.0292,0.13,,,,
1149,11,1.9342,0.3574,1.5768,0.0412,0.09,,,,
1150,36,1.9602,0.3977,1.5625,0.012,0.09,,,,
1151,36,2.0043,0.3911,1.6132,0.0189,0.09,,,,
1152,36,1.8254,0.3282,1.4972,0.0187,0.09,,,,
1153,18,1.8947,0.3449,1.5498,0.0222,0.09,,,,
1154,34,1.8991,0.3398,1.5592,0.0148,0.09,,,,
1155,36,1.9042,0.3796,1.5246,0.0203,0.09,,,,
1156,36,1.8878,0.3335,1.5543,0.0183,0.09,,,,
1157,21,1.891,0.3264,1.5646,0.0154,0.09,,,,
1158,36,1.9434,0.35,1.5934,0.0108,0.09,,,,
1159,13,1.9177,0.3519,1.5658,0.0139,0.09,,,,
1160,24,1.9036,0.3262,1.5774,0.014,0.09,,,,
1161,27,1.8867,0.3129,1.5738,0.0112,0.09,,,,
1162,19,1.9108,0.3718,1.539,0.0106,0.09,,,,
1163,27,1.9833,0.407,1.5762,0.0125,0.09,,,,
1164,36,1.9419,0.3985,1.5434,0.0155,0.09,,,,
1165,36,1.952,0.362,1.59,0.0201,0.09,,,,
1166,36,1.938,0.3777,1.5603,0.0188,0.09,,,,
1167,13,1.8686,0.3233,1.5453,0.0141,0.09,,,,
1168,36,1.9362,0.3541,1.5821,0.0164,0.09,,,,
1169,19,1.9419,0.379,1.5629,0.0246,0.09,,,,
1170,18,1.8831,0.3495,1.5337,0.0105,0.09,,,,
1171,10,1.896,0.3551,1.5409,0.018,0.09,,,,
1172,11,1.9259,0.3573,1.5686,0.0111,0.09,,,,
1173,36,1.9276,0.3457,1.5819,0.015,0.09,,,,
1174,25,1.9464,0.3769,1.5694,0.0162,0.09,,,,
1175,36,1.8661,0.3315,1.5346,0.0119,0.09,,,,
1176,36,1.8987,0.345,1.5537,0.0133,0.09,,,,
1177,36,1.9266,0.3578,1.5688,0.008,0.13,,,,
1178,36,1.9208,0.3179,1.6029,0.0151,0.13,,,,
1179,36,1.8741,0.2973,1.5768,0.0217,0.13,,,,
1180,16,1.829,0.2908,1.5382,0.0208,0.13,,,,
1181,15,1.8624,0.2859,1.5766,0.019,0.13,,,,
1182,17,1.9459,0.3183,1.6276,0.0311,0.13,,,,
1183,36,1.8771,0.3203,1.5568,0.0254,0.13,,,,
1184,18,1.8924,0.3081,1.5842,0.0233,0.13,,,,
1185,18,1.8701,0.3074,1.5627,0.0157,0.13,,,,
1186,36,1.9652,0.3012,1.6639,0.0209,0.13,,,,
1187,36,1.9049,0.2757,1.6292,0.0204,0.13,,,,
1188,36,1.8906,0.2831,1.6076,0.0163,0.13,,,,
1189,36,1.8359,0.2312,1.6047,0.0331,0.13,,,,
1190,13,1.8293,0.2249,1.6044,0.0284,0.13,,,,
1191,20,1.8984,0.2823,1.6161,0.0207,0.13,,,,
1192,22,1.9005,0.2838,1.6166,0.0164,0.13,,,,
1193,16,1.8901,0.291,1.5991,0.0229,0.13,,,,
1194,27,1.8928,0.3219,1.5709,0.0182,0.13,,,,
1195,36,1.9707,0.3302,1.6405,0.0266,0.13,,,,
1196,36,1.8785,0.2728,1.6058,0.0156,0.13,,,,
1197,30,1.9435,0.3097,1.6338,0.0141,0.13,,,,
1198,36,1.9467,0.3487,1.5979,0.0193,0.13,,,,
1199,29,1.9666,0.3035,1.663,0.0197,0.13,,,,
1200,26,1.8773,0.2957,1.5816,0.0225,0.13,,,,
1201,22,,,,,,,,,
1202,22,,,,,,,,,
1203,36,2.056636333465576,0.684407114982605,1.3722290992736816,0.99754727,0.6666666666666666,,,,
1204,15,2.74695348739624,0.6190988421440125,2.127854585647583,0.33057418,0.4444444444444444,,,,
1205,19,2.314692974090576,0.6809705495834351,1.6337225437164309,0.09608606,0.2962962962962963,,,,
1206,20,2.413579225540161,0.7067974805831909,1.7067817449569702,0.11222518,0.1975308641975308,,,,
1207,13,2.34511137008667,0.7096765041351318,1.6354349851608276,0.053931426,0.1316872427983539,,,,
1208,36,2.249563217163086,0.5513187646865845,1.698244333267212,0.028843045,0.1316872427983539,,,,
1209,13,2.217186689376831,0.560501754283905,1.6566848754882812,0.017535942,0.1316872427983539,,,,
1210,36,2.179512023925781,0.4731261432170868,1.7063859701156616,0.012313675,0.1316872427983539,,,,
1211,36,2.0982916355133057,0.3943285644054413,1.703963041305542,0.014099317,0.1316872427983539,,,,
1212,13,2.0587236881256104,0.3830218613147735,1.6757018566131592,0.009444457,0.1975308641975308,,,,
1213,36,2.016163110733032,0.3574020862579345,1.6587610244750977,0.017151386,0.1975308641975308,,,,
1214,15,2.015481948852539,0.3575434386730194,1.6579385995864868,0.024510335,0.1975308641975308,,,,
1215,18,2.011533737182617,0.3678789734840393,1.643654704093933,0.022867203,0.1975308641975308,,,,
1216,36,2.007591485977173,0.3388671278953552,1.6687242984771729,0.0211946,0.1975308641975308,,,,
1217,22,2.068711757659912,0.3645322322845459,1.7041795253753662,0.025974527,0.1975308641975308,,,,
1218,36,1.986160516738892,0.2733429074287414,1.7128175497055054,0.019244656,0.1975308641975308,,,,
1219,36,1.9160583019256592,0.2456595003604889,1.670398831367493,0.022653924,0.1975308641975308,,,,
1220,36,1.929628133773804,0.2475808262825012,1.6820473670959473,0.024335802,0.1975308641975308,,,,
1221,25,1.968200445175171,0.2747630774974823,1.6934373378753662,0.024069544,0.1975308641975308,,,,
1222,36,1.9251065254211424,0.2523379921913147,1.6727685928344729,0.02527688,0.1975308641975308,,,,
1223,16,1.946183443069458,0.2514683306217193,1.694715142250061,0.021719558,0.1975308641975308,,,,
1224,36,1.9513086080551147,0.2470978051424026,1.7042107582092283,0.020870201,0.1975308641975308,,,,
1225,15,1.929484844207764,0.2554383277893066,1.674046516418457,0.01661446,0.1975308641975308,,,,
1226,36,1.8670536279678345,0.2142159789800644,1.6528376340866089,0.019531753,0.1975308641975308,,,,
1227,36,1.921186089515686,0.209089919924736,1.7120962142944336,0.022164743,0.1975308641975308,,,,
1228,11,1.88209080696106,0.2343909442424774,1.6476998329162598,0.019752625,0.1975308641975308,,,,
1229,25,1.9926176071166992,0.2676405906677246,1.7249770164489746,0.024082493,0.1975308641975308,,,,
1230,10,1.931573510169983,0.254673957824707,1.676899552345276,0.02190729,0.1975308641975308,,,,
1231,36,1.935513257980347,0.2462751716375351,1.6892380714416504,0.030039847,0.1975308641975308,,,,
1232,22,1.9420599937438965,0.2687668800354004,1.673293113708496,0.021994112,0.1975308641975308,,,,
1233,27,1.9389140605926516,0.2623125910758972,1.6766014099121094,0.02548973,0.1975308641975308,,,,
1234,26,1.9791619777679443,0.2874739468097687,1.691688060760498,0.03366168,0.1975308641975308,,,,
1235,21,1.96405029296875,0.2818508744239807,1.682199478149414,0.021459434,0.1975308641975308,,,,
1236,36,1.9257245063781736,0.2819733619689941,1.6437511444091797,0.020386454,0.1975308641975308,,,,
1237,36,2.028617143630981,0.29555743932724,1.7330597639083862,0.022221636,0.1975308641975308,,,,
1238,36,1.8980672359466555,0.23228520154953,1.66578209400177,0.022670703,0.1975308641975308,,,,
1239,15,1.9304583072662356,0.2495003640651703,1.680957913398743,0.020432035,0.1975308641975308,,,,
1240,23,1.971754550933838,0.2581149041652679,1.7136396169662476,0.015834644,0.1975308641975308,,,,
1241,15,1.949567198753357,0.2651902437210083,1.6843769550323486,0.022879371,0.1975308641975308,,,,
1242,25,2.0118041038513184,0.302717387676239,1.7090866565704346,0.017756894,0.1975308641975308,,,,
1243,36,1.98004150390625,0.2624627947807312,1.717578649520874,0.021334827,0.1975308641975308,,,,
1244,23,1.965741276741028,0.25739586353302,1.7083454132080078,0.021181818,0.1975308641975308,,,,
1245,20,1.9656867980957031,0.2928194999694824,1.6728672981262207,0.030620474,0.1975308641975308,,,,
1246,23,1.9891479015350344,0.2748160064220428,1.714331865310669,0.033429384,0.1975308641975308,,,,
1247,24,1.9570059776306152,0.2676253914833069,1.6893806457519531,0.029882379,0.1975308641975308,,,,
1248,32,2.079654693603516,0.3210251331329345,1.758629560470581,0.02857591,0.1975308641975308,,,,
1249,36,2.0169246196746826,0.3171902000904083,1.699734449386597,0.027786154,0.1975308641975308,,,,
1250,14,2.009520530700684,0.2895334362983703,1.7199870347976685,0.018856233,0.1975308641975308,,,,
1251,36,2.0683014392852783,0.295341819524765,1.772959589958191,0.033129342,0.1975308641975308,,,,
1252,10,2.056095838546753,0.2930778264999389,1.763018012046814,0.04736624,0.1316872427983539,,,,
1253,15,2.0419602394104004,0.2864252924919128,1.7555350065231323,0.029798057,0.1316872427983539,,,,
1254,19,1.970346450805664,0.2759910523891449,1.6943553686141968,0.013143312,0.1316872427983539,,,,
1255,14,2.040613412857056,0.3299016654491424,1.7107117176055908,0.019740406,0.1316872427983539,,,,
1256,17,1.9813740253448489,0.2559983432292938,1.7253756523132324,0.016771799,0.1316872427983539,,,,
1257,36,2.001853704452514,0.3033132255077362,1.698540449142456,0.015245717,0.1316872427983539,,,,
1258,36,2.0551915168762207,0.3121620416641235,1.7430293560028076,0.017016154,0.1316872427983539,,,,
1259,16,2.017552614212036,0.3058737218379974,1.711678981781006,0.012302469,0.1316872427983539,,,,
1260,36,1.969786286354065,0.2991728782653808,1.670613408088684,0.01610519,0.1316872427983539,,,,
1261,36,1.9950488805770876,0.3156055212020874,1.679443359375,0.019422162,0.1316872427983539,,,,
1262,25,2.092334508895874,0.3204024136066437,1.7719320058822632,0.02084382,0.1316872427983539,,,,
1263,26,2.0516765117645264,0.2864850759506225,1.7651914358139038,0.029242508,0.1316872427983539,,,,
1264,36,2.0487990379333496,0.304689884185791,1.7441091537475586,0.01175303,0.1316872427983539,,,,
1265,28,1.9681570529937744,0.3048095107078552,1.663347601890564,0.018189536,0.1316872427983539,,,,
1266,11,2.054653644561768,0.3460893630981445,1.708564281463623,0.021352168,0.1316872427983539,,,,
1267,36,2.118764877319336,0.3883763551712036,1.730388641357422,0.019014848,0.1316872427983539,,,,
1268,36,2.088563203811645,0.3841755092144012,1.7043877840042114,0.02792587,0.1316872427983539,,,,
1269,19,2.100940704345703,0.3594909310340881,1.7414498329162598,0.019953743,0.1316872427983539,,,,
1270,19,2.119978666305542,0.3950689435005188,1.7249096632003784,0.028309975,0.1316872427983539,,,,
1271,13,2.1021738052368164,0.370571494102478,1.7316023111343384,0.021705467,0.1316872427983539,,,,
1272,24,2.062281847000122,0.3455185294151306,1.7167633771896362,0.022919757,0.1316872427983539,,,,
1273,26,2.1597626209259038,0.3866685628890991,1.7730940580368042,0.026675828,0.1316872427983539,,,,
1274,13,2.0811760425567627,0.3844485282897949,1.6967275142669678,0.02579846,0.1316872427983539,,,,
1275,13,2.124555349349976,0.390856921672821,1.7336983680725098,0.025321338,0.1316872427983539,,,,
